Unnamed: 0,filename,LE_left,LE_top,LE_right,LE_bottom,RE_left,RE_top,RE_right,RE_bottom,lx,ly,rx,ry,relative_lx,relative_ly,relative_rx,relative_ry
1216,029/3/2022-10-07 10:39:31.217899-3112.jpg,215,416,452,514,682,460,902,558,1,1,1,1,-214,-415,-681,-459
1217,029/3/2022-10-07 10:40:41.841583-14408.jpg,218,404,437,502,676,443,903,536,1,1,1,1,-217,-403,-675,-442
1218,029/3/2022-10-07 10:42:17.187631-29652.jpg,204,430,439,524,664,458,894,552,1,1,1,1,-203,-429,-663,-457
1219,029/3/2022-10-07 10:39:43.344706-5052.jpg,209,408,438,506,671,436,899,538,1,1,1,1,-208,-407,-670,-435
1220,029/3/2022-10-07 10:40:03.472952-8272.jpg,198,418,429,517,663,441,895,543,1,1,1,1,-197,-417,-662,-440
1221,029/3/2022-10-07 10:39:14.365177-416.jpg,196,437,436,536,653,473,882,566,1,13,13,7,-195,-424,-640,-466
1222,029/3/2022-10-07 10:40:35.359070-13372.jpg,211,402,438,496,676,433,904,529,1,1,1,1,-210,-401,-675,-432
1223,029/3/2022-10-07 10:41:05.173230-18140.jpg,190,408,426,508,664,431,894,534,1,1,1,1,-189,-407,-663,-430
1224,029/3/2022-10-07 10:40:00.472352-7792.jpg,210,400,438,502,676,432,904,532,1,1,1,1,-209,-399,-675,-431
1225,029/3/2022-10-07 10:40:32.608613-12932.jpg,210,410,440,507,672,442,901,542,1,1,1,1,-209,-409,-671,-441
1226,029/3/2022-10-07 10:40:02.849839-8172.jpg,189,416,425,514,661,435,890,537,1,1,1,1,-188,-415,-660,-434
1227,029/3/2022-10-07 10:40:33.913353-13140.jpg,218,414,444,509,682,450,907,548,1,1,1,1,-217,-413,-681,-449
1228,029/3/2022-10-07 10:42:30.224916-31736.jpg,221,416,455,518,681,457,907,559,1,1,1,1,-220,-415,-680,-456
1229,029/3/2022-10-07 10:42:25.270346-30944.jpg,229,425,467,522,684,462,908,564,1,1,1,1,-228,-424,-683,-461
1230,029/3/2022-10-07 10:41:57.922680-26572.jpg,223,393,449,494,680,431,904,532,1,1,1,1,-222,-392,-679,-430
1231,029/3/2022-10-07 10:40:44.392747-14816.jpg,215,407,444,500,678,435,903,533,1,1,1,1,-214,-406,-677,-434
1232,029/3/2022-10-07 10:41:37.906639-23372.jpg,216,400,443,504,676,432,902,538,1,1,1,1,-215,-399,-675,-431
1233,029/3/2022-10-07 10:41:18.856278-20328.jpg,209,404,436,502,672,437,901,537,1,1,1,1,-208,-403,-671,-436
0,031/0/2022-10-07 13:15:20.652284-20880.jpg,124,459,385,581,675,461,915,589,228,507,804,512,104,48,129,51
1,031/0/2022-10-07 13:15:10.501567-19256.jpg,132,460,392,584,683,466,918,597,274,514,848,530,142,54,165,64
2,031/0/2022-10-07 13:14:58.037279-17288.jpg,128,464,394,588,676,473,914,605,248,528,820,533,120,64,144,60
3,031/0/2022-10-07 13:14:55.790748-16932.jpg,127,448,393,577,682,463,918,594,282,506,863,521,155,58,181,58
4,031/0/2022-10-07 13:16:02.863101-27616.jpg,144,452,403,573,687,459,919,585,258,484,825,498,114,32,138,39
5,031/0/2022-10-07 13:17:15.399620-39168.jpg,153,469,402,587,686,476,917,599,235,510,804,528,82,41,118,52
6,031/0/2022-10-07 13:15:26.482670-21812.jpg,130,462,392,586,681,470,917,600,246,512,820,520,116,50,139,50
7,031/0/2022-10-07 13:14:48.766513-15808.jpg,120,441,380,571,670,450,912,581,223,489,800,494,103,48,130,44
8,031/0/2022-10-07 13:17:17.940582-39572.jpg,137,451,404,579,684,458,919,591,259,497,832,510,122,46,148,52
9,031/0/2022-10-07 13:13:15.893795-1012.jpg,111,426,368,547,658,432,900,558,222,484,803,481,111,58,145,49
10,031/0/2022-10-07 13:13:22.794662-2116.jpg,108,437,360,559,649,438,895,564,177,490,760,484,69,53,111,46
11,031/0/2022-10-07 13:14:05.438495-8936.jpg,127,443,384,566,685,452,917,578,280,497,856,506,153,54,171,54
12,031/0/2022-10-07 13:13:10.520330-152.jpg,113,430,355,549,655,431,896,550,258,479,846,481,145,49,191,50
13,031/0/2022-10-07 13:15:23.782155-21380.jpg,128,459,388,584,680,465,917,594,228,514,803,520,100,55,123,55
14,031/0/2022-10-07 13:13:28.547830-3036.jpg,114,431,372,559,665,433,908,564,207,476,791,473,93,45,126,40
15,031/0/2022-10-07 13:15:10.120275-19200.jpg,126,452,392,580,682,461,919,594,250,504,824,515,124,52,142,54
16,031/0/2022-10-07 13:14:50.691131-16116.jpg,127,452,390,582,681,463,917,599,259,517,832,530,132,65,151,67
17,031/0/2022-10-07 13:13:44.822707-5640.jpg,119,444,379,567,667,444,908,575,238,495,811,497,119,51,144,53
18,031/0/2022-10-07 13:15:45.116598-24788.jpg,136,464,396,589,688,477,921,607,256,513,822,522,120,49,134,45
19,031/0/2022-10-07 13:13:42.797902-5316.jpg,114,435,372,558,664,433,907,564,233,475,813,479,119,40,149,46
20,031/0/2022-10-07 13:16:07.138941-28300.jpg,143,470,401,593,684,478,920,609,259,510,832,521,116,40,148,43
21,031/0/2022-10-07 13:14:49.189103-15876.jpg,124,448,390,575,677,464,916,594,242,499,812,513,118,51,135,49
22,031/0/2022-10-07 13:14:22.073062-11588.jpg,116,444,375,575,675,453,916,589,238,501,810,507,122,57,135,54
23,031/0/2022-10-07 13:17:12.349899-38680.jpg,153,466,406,588,690,475,920,602,264,510,829,525,111,44,139,50
24,031/0/2022-10-07 13:15:46.462875-25003.jpg,138,462,398,586,688,471,920,602,263,510,832,521,125,48,144,50
25,031/0/2022-10-07 13:14:58.378450-17344.jpg,126,463,390,589,679,474,915,606,249,518,826,531,123,55,147,57
26,031/0/2022-10-07 13:16:59.869258-36692.jpg,150,467,406,588,687,476,919,603,262,514,832,528,112,47,145,52
27,031/0/2022-10-07 13:13:15.622154-968.jpg,111,427,366,547,658,430,901,554,227,482,807,481,116,55,149,51
28,031/0/2022-10-07 13:16:24.065509-31001.jpg,144,462,404,586,685,468,919,600,260,513,829,526,116,51,144,58
29,031/0/2022-10-07 13:16:57.042350-36240.jpg,149,467,406,589,686,475,918,604,266,515,833,528,117,48,147,53
30,031/0/2022-10-07 13:15:17.956273-20449.jpg,129,448,397,575,681,462,919,593,251,494,825,504,122,46,144,42
31,031/0/2022-10-07 13:13:39.821843-4840.jpg,118,442,377,564,666,443,908,573,232,491,814,494,114,49,148,51
32,031/0/2022-10-07 13:14:35.559979-13704.jpg,120,444,378,574,670,456,913,586,210,506,779,509,90,62,109,53
33,031/0/2022-10-07 13:15:44.735241-24727.jpg,135,461,395,584,690,472,921,599,256,507,828,518,121,46,138,46
34,031/0/2022-10-07 13:13:50.554843-6557.jpg,119,441,379,565,667,442,911,573,229,489,809,490,110,48,142,48
35,031/0/2022-10-07 13:15:36.805478-23458.jpg,133,463,391,588,682,466,918,600,255,506,828,519,122,43,146,53
36,031/0/2022-10-07 13:14:36.689905-13885.jpg,123,443,385,569,676,457,915,586,241,501,815,507,118,58,139,50
37,031/0/2022-10-07 13:16:16.040321-29723.jpg,146,468,402,589,687,476,919,604,258,509,830,522,112,41,143,46
38,031/0/2022-10-07 13:17:07.404466-37898.jpg,155,465,408,584,690,475,919,599,263,511,832,527,108,46,142,52
39,031/0/2022-10-07 13:15:15.299652-20030.jpg,127,457,390,583,679,462,917,596,250,506,823,516,123,49,144,54
40,031/0/2022-10-07 13:16:13.840008-29371.jpg,144,465,405,585,687,474,920,602,260,510,830,522,116,45,143,48
41,031/0/2022-10-07 13:14:23.829007-11828.jpg,122,438,382,566,677,450,915,582,241,501,817,507,119,63,140,57
42,031/0/2022-10-07 13:15:15.824360-20114.jpg,128,447,394,575,683,459,918,589,251,486,828,496,123,39,145,37
43,031/0/2022-10-07 13:14:29.653537-12758.jpg,126,444,387,569,676,455,915,585,242,499,815,507,116,55,139,52
44,031/0/2022-10-07 13:16:47.689901-34744.jpg,148,468,403,591,686,476,919,605,261,511,830,525,113,43,144,49
45,031/0/2022-10-07 13:15:48.748402-25358.jpg,141,460,401,582,690,469,919,599,274,510,847,525,133,50,157,56
46,031/0/2022-10-07 13:15:09.417250-19089.jpg,129,456,394,582,682,463,918,596,253,505,823,514,124,49,141,51
47,031/0/2022-10-07 13:13:27.076928-2801.jpg,111,431,371,553,664,436,907,565,231,486,813,490,120,55,149,54
48,031/0/2022-10-07 13:15:16.923171-20283.jpg,124,447,392,575,680,460,919,592,251,501,829,510,127,54,149,50
49,031/0/2022-10-07 13:15:07.648726-18806.jpg,125,454,390,582,680,461,918,595,247,506,823,514,122,52,143,53
50,031/0/2022-10-07 13:15:14.594425-19917.jpg,129,459,392,585,681,464,917,598,253,505,825,515,124,46,144,51
51,031/0/2022-10-07 13:14:21.947529-11567.jpg,116,441,376,571,674,451,915,585,239,501,818,507,123,60,144,56
52,031/0/2022-10-07 13:16:03.332056-27691.jpg,139,449,400,570,685,455,918,582,256,488,827,499,117,39,142,44
53,031/0/2022-10-07 13:14:35.886089-13756.jpg,122,446,381,573,671,455,913,584,212,505,792,509,90,59,121,54
54,031/0/2022-10-07 13:15:21.031560-20941.jpg,127,462,393,586,677,463,918,596,238,506,812,514,111,44,135,51
55,031/0/2022-10-07 13:15:13.730546-19779.jpg,126,456,393,585,682,467,919,602,252,509,826,520,126,53,144,53
56,031/0/2022-10-07 13:16:26.341975-31371.jpg,146,463,400,586,691,475,921,603,264,514,832,525,118,51,141,50
57,031/0/2022-10-07 13:16:50.752334-35234.jpg,151,465,403,586,685,472,918,598,239,512,812,524,88,47,127,52
58,031/0/2022-10-07 13:16:53.866870-35732.jpg,151,470,402,590,687,480,918,605,266,514,835,531,115,44,148,51
59,031/0/2022-10-07 13:13:41.522209-5112.jpg,115,440,377,565,662,441,906,576,230,495,813,499,115,55,151,58
60,031/0/2022-10-07 13:15:29.151762-22236.jpg,129,460,393,588,682,468,920,601,254,508,825,519,125,48,143,51
61,031/0/2022-10-07 13:17:06.176088-37696.jpg,157,476,405,592,692,486,920,607,249,531,819,539,92,55,127,53
62,031/0/2022-10-07 13:16:10.158059-28783.jpg,142,466,401,588,688,476,919,606,258,510,831,520,116,44,143,44
63,031/0/2022-10-07 13:15:19.587459-20710.jpg,127,455,394,584,682,466,921,602,254,507,823,516,127,52,141,50
64,031/0/2022-10-07 13:16:17.911325-30018.jpg,141,458,401,582,686,467,919,595,260,502,829,514,119,44,143,47
65,031/0/2022-10-07 13:15:07.511503-18784.jpg,126,453,392,581,681,461,918,596,251,505,823,515,125,52,142,54
66,031/0/2022-10-07 13:13:34.086805-3922.jpg,111,438,373,559,661,437,906,569,234,492,811,493,123,54,150,56
67,031/0/2022-10-07 13:14:38.132302-14116.jpg,122,450,389,581,678,463,915,601,241,519,824,531,119,69,146,68
68,031/0/2022-10-07 13:14:32.905350-13280.jpg,124,447,385,575,673,460,914,593,236,508,812,512,112,61,139,52
69,031/0/2022-10-07 13:16:43.276062-34038.jpg,150,460,407,579,693,468,921,593,288,506,856,523,138,46,163,55
70,031/0/2022-10-07 13:16:34.055588-32605.jpg,144,464,401,585,689,470,920,598,260,507,832,525,116,43,143,55
71,031/0/2022-10-07 13:16:18.909625-30182.jpg,142,464,403,583,687,473,919,600,260,509,832,520,118,45,145,47
72,031/0/2022-10-07 13:14:35.223982-13644.jpg,121,442,379,572,673,456,914,585,210,505,781,512,89,63,108,56
73,031/0/2022-10-07 13:14:25.635439-12117.jpg,119,437,379,566,673,443,914,576,221,482,798,486,102,45,125,43
0,031/1/2022-10-07 13:18:08.928883-4.jpg,230,595,427,656,635,567,845,656,1,1,1,1,-229,-594,-634,-566
1,031/1/2022-10-07 13:18:10.706989-296.jpg,104,449,362,576,653,448,900,578,264,500,847,492,160,51,194,44
2,031/1/2022-10-07 13:18:09.295553-72.jpg,102,450,360,579,647,452,893,586,254,501,836,492,152,51,189,40
3,031/1/2022-10-07 13:20:43.422696-24688.jpg,112,472,384,587,666,467,909,593,1,1,1,1,-111,-471,-665,-466
4,031/1/2022-10-07 13:18:52.058657-6908.jpg,112,449,379,574,669,451,912,584,236,500,816,495,124,51,147,44
5,031/1/2022-10-07 13:20:34.512417-23264.jpg,115,441,394,573,673,449,915,585,262,483,843,492,147,42,170,43
6,031/1/2022-10-07 13:18:16.171793-1172.jpg,102,457,367,585,651,453,901,587,223,510,803,494,121,53,152,41
0,031/2/2022-10-07 13:34:12.279689-37596.jpg,99,431,353,540,635,433,883,543,200,484,771,481,101,53,136,48
1,031/2/2022-10-07 13:30:32.984348-2640.jpg,126,417,385,530,678,425,915,542,241,465,805,470,115,48,127,45
2,031/2/2022-10-07 13:30:16.754699-44.jpg,127,424,390,537,683,435,918,547,294,469,866,489,167,45,183,54
3,031/2/2022-10-07 13:34:02.327575-36004.jpg,97,417,365,540,647,409,897,541,201,458,779,459,104,41,132,50
4,031/2/2022-10-07 13:32:55.623175-25372.jpg,108,422,366,533,662,428,906,542,235,466,805,472,127,44,143,44
5,031/2/2022-10-07 13:30:44.808841-4532.jpg,117,430,381,540,669,439,908,555,243,480,815,486,126,50,146,47
6,031/2/2022-10-07 13:30:26.883803-1664.jpg,121,431,380,547,671,441,915,556,228,472,795,479,107,41,124,38
7,031/2/2022-10-07 13:33:21.104262-29444.jpg,100,440,358,546,636,441,887,549,216,480,790,487,116,40,154,46
8,031/2/2022-10-07 13:31:59.864067-16508.jpg,113,420,375,532,660,416,905,538,214,463,786,467,101,43,126,51
0,031/3/2022-10-07 13:39:31.260197-33880.jpg,91,428,346,537,623,429,870,542,210,468,778,472,119,40,155,43
1,031/3/2022-10-07 13:38:54.754645-28092.jpg,100,415,359,529,642,410,890,532,194,447,763,449,94,32,121,39
2,031/3/2022-10-07 13:38:05.569088-20248.jpg,107,425,355,532,646,423,887,535,205,464,773,463,98,39,127,40
3,031/3/2022-10-07 13:36:09.722338-1768.jpg,105,432,369,552,656,429,904,552,209,478,781,483,104,46,125,54
4,031/3/2022-10-07 13:38:20.661618-22652.jpg,102,427,357,543,644,425,891,544,257,459,827,468,155,32,183,43
5,031/3/2022-10-07 13:36:01.534000-464.jpg,115,432,380,553,669,431,911,554,264,475,831,485,149,43,162,54
6,031/3/2022-10-07 13:38:55.154973-28152.jpg,97,414,353,529,634,409,882,531,200,451,769,453,103,37,135,44
7,031/3/2022-10-07 13:37:46.784600-17260.jpg,99,419,360,541,653,430,901,550,224,475,795,477,125,56,142,47
8,031/3/2022-10-07 13:36:29.200932-4884.jpg,110,425,372,543,667,429,909,551,230,476,803,475,120,51,136,46
9,031/3/2022-10-07 13:39:20.484379-32156.jpg,91,434,350,542,624,438,877,549,227,482,807,492,136,48,183,54
0,032/0/2022-10-07 14:07:30.801182-0.jpg,94,352,332,463,607,343,836,456,242,415,726,409,148,63,119,66
1,032/0/2022-10-07 14:07:48.503386-2836.jpg,99,381,326,479,598,367,825,470,218,432,717,422,119,51,119,55
2,032/0/2022-10-07 14:07:48.478193-2832.jpg,97,383,322,478,597,366,825,470,220,430,712,417,123,47,115,51
3,032/0/2022-10-07 14:07:50.906741-3220.jpg,98,398,326,489,605,393,828,486,220,452,715,441,122,54,110,48
4,032/0/2022-10-07 14:07:48.328316-2808.jpg,100,430,326,517,601,421,832,515,27,19,27,19,-73,-411,-574,-402
5,032/0/2022-10-07 14:09:46.859624-21688.jpg,90,432,305,530,591,414,816,513,183,480,682,455,93,48,91,41
6,032/0/2022-10-07 14:07:48.381219-2816.jpg,108,409,329,492,607,402,829,486,218,454,718,442,110,45,111,40
7,032/0/2022-10-07 14:07:51.730336-3352.jpg,101,419,322,508,603,409,830,503,203,469,703,453,102,50,100,44
8,032/0/2022-10-07 14:07:30.850979-8.jpg,98,367,345,471,601,360,838,469,23,9,23,9,-75,-358,-578,-351
9,032/0/2022-10-07 14:07:48.528329-2840.jpg,96,388,326,479,600,376,826,473,220,436,715,426,124,48,115,50
10,032/0/2022-10-07 14:07:49.955211-3068.jpg,97,388,324,481,600,379,822,479,202,431,699,418,105,43,99,39
11,032/0/2022-10-07 14:07:48.554070-2844.jpg,98,397,327,485,600,387,827,480,218,439,712,429,120,42,112,42
12,032/0/2022-10-07 14:07:50.404070-3140.jpg,101,394,327,483,605,387,832,480,219,443,716,428,118,49,111,41
13,032/0/2022-10-07 14:07:51.006554-3236.jpg,100,407,328,498,603,397,831,494,216,454,714,443,116,47,111,46
14,032/0/2022-10-07 14:11:45.867517-40620.jpg,97,429,317,525,590,411,814,508,205,479,701,452,108,50,111,41
15,032/0/2022-10-07 14:07:33.207213-392.jpg,109,417,334,507,618,417,838,512,1,1,1,1,-108,-416,-617,-416
16,032/0/2022-10-07 14:07:30.910718-20.jpg,106,409,334,504,611,408,828,505,219,462,718,453,113,53,107,45
17,032/0/2022-10-07 14:09:22.055690-17744.jpg,92,424,308,521,595,404,821,506,180,481,685,454,88,57,90,50
18,032/0/2022-10-07 14:07:44.777577-2240.jpg,101,425,319,519,599,407,821,510,180,470,678,458,79,45,79,51
19,032/0/2022-10-07 14:10:31.810468-28852.jpg,105,420,320,517,593,395,815,498,232,463,724,438,127,43,131,43
20,032/0/2022-10-07 14:07:34.958592-672.jpg,110,415,334,516,607,404,826,511,239,463,739,454,129,48,132,50
21,032/0/2022-10-07 14:11:31.901305-38388.jpg,99,430,313,523,589,411,816,504,200,468,700,436,101,38,111,25
22,032/0/2022-10-07 14:07:49.078398-2928.jpg,101,388,325,477,602,380,825,476,208,432,699,421,107,44,97,41
23,032/0/2022-10-07 14:07:52.878931-3536.jpg,105,411,328,503,601,396,826,496,215,458,714,445,110,47,113,49
24,032/0/2022-10-07 14:09:50.714685-22296.jpg,95,425,315,522,592,401,816,504,201,468,700,444,106,43,108,43
25,032/0/2022-10-07 14:08:24.857923-8636.jpg,97,429,317,519,600,410,830,508,214,475,707,457,117,46,107,47
26,032/0/2022-10-07 14:09:17.498692-17020.jpg,101,424,320,520,593,404,816,505,244,469,739,449,143,45,146,45
27,032/0/2022-10-07 14:10:46.338978-31124.jpg,100,424,316,523,593,402,819,505,210,472,708,449,110,48,115,47
28,032/0/2022-10-07 14:07:39.708337-1432.jpg,106,419,329,510,609,413,830,510,205,465,697,452,99,46,88,39
29,032/0/2022-10-07 14:07:45.544178-2361.jpg,102,423,328,520,602,411,821,516,216,469,711,457,114,46,109,46
30,032/0/2022-10-07 14:10:46.739729-31194.jpg,102,421,317,524,594,398,815,505,236,475,732,452,134,54,138,54
31,032/0/2022-10-07 14:08:59.170494-14114.jpg,98,430,315,523,599,411,827,511,210,476,708,458,112,46,109,47
32,032/0/2022-10-07 14:10:59.117867-33163.jpg,98,422,313,520,591,400,816,502,199,468,700,444,101,46,109,44
33,032/0/2022-10-07 14:08:36.249651-10466.jpg,101,422,319,516,600,399,827,503,220,471,719,455,119,49,119,56
34,032/0/2022-10-07 14:07:54.104703-3732.jpg,102,415,320,505,599,399,823,496,195,461,693,445,93,46,94,46
35,032/0/2022-10-07 14:09:09.856722-15815.jpg,99,415,315,509,590,392,812,493,185,457,682,439,86,42,92,47
36,032/0/2022-10-07 14:08:58.288009-13973.jpg,103,417,320,511,597,397,822,501,213,464,708,443,110,47,111,46
37,032/0/2022-10-07 14:07:53.660356-3661.jpg,104,409,328,502,601,396,826,497,216,459,711,446,112,50,110,50
38,032/0/2022-10-07 14:10:39.734922-30101.jpg,100,418,318,514,592,397,815,497,209,466,704,441,109,48,112,44
39,032/0/2022-10-07 14:08:59.849550-14223.jpg,100,431,318,522,598,412,827,508,214,478,709,462,114,47,111,50
40,032/0/2022-10-07 14:09:40.018036-20599.jpg,96,422,317,519,590,399,814,500,209,465,704,440,113,43,114,41
41,032/0/2022-10-07 14:08:13.149012-6772.jpg,101,419,322,510,601,400,826,502,213,464,713,447,112,45,112,47
42,032/0/2022-10-07 14:10:21.397417-27187.jpg,102,425,318,520,594,407,818,501,200,473,702,453,98,48,108,46
43,032/0/2022-10-07 14:08:40.108484-11082.jpg,104,417,322,507,599,397,825,496,213,466,709,445,109,49,110,48
44,032/0/2022-10-07 14:09:17.973600-17096.jpg,99,422,317,518,596,402,822,504,212,466,708,444,113,44,112,42
45,032/0/2022-10-07 14:11:13.600341-35478.jpg,98,422,313,523,590,398,816,503,208,475,704,451,110,53,114,53
46,032/0/2022-10-07 14:07:57.784757-4320.jpg,104,414,324,505,601,396,825,495,217,459,715,447,113,45,114,51
47,032/0/2022-10-07 14:08:13.160684-6774.jpg,101,422,321,515,599,400,825,506,214,463,711,447,113,41,112,47
48,032/0/2022-10-07 14:08:28.995212-9306.jpg,107,414,324,509,595,391,817,496,226,453,721,435,119,39,126,44
49,032/0/2022-10-07 14:11:17.430045-36080.jpg,99,424,308,522,584,396,806,499,182,463,678,436,83,39,94,40
50,032/0/2022-10-07 14:08:54.270603-13335.jpg,101,420,321,514,597,397,823,501,209,467,705,447,108,47,108,50
51,032/0/2022-10-07 14:09:44.677892-21335.jpg,93,419,308,516,586,395,810,496,176,470,671,446,83,51,85,51
52,032/0/2022-10-07 14:09:31.078478-19186.jpg,98,419,318,515,593,397,816,498,206,467,702,446,108,48,109,49
53,032/0/2022-10-07 14:09:54.073249-22839.jpg,93,433,318,530,592,419,818,516,231,479,725,454,138,46,133,35
54,032/0/2022-10-07 14:07:30.975925-35.jpg,102,408,332,505,610,406,828,505,220,462,717,452,118,54,107,46
55,032/0/2022-10-07 14:10:29.465044-28476.jpg,100,423,318,519,592,401,816,500,211,471,704,448,111,48,112,47
56,032/0/2022-10-07 14:07:49.948089-3067.jpg,98,390,325,481,600,379,822,477,204,432,696,420,106,42,96,41
57,032/0/2022-10-07 14:10:28.131416-28256.jpg,101,422,322,518,593,405,816,501,211,472,706,447,110,50,113,42
58,032/0/2022-10-07 14:10:31.741655-28841.jpg,105,420,319,518,593,397,813,501,225,465,724,441,120,45,131,44
59,032/0/2022-10-07 14:08:07.219608-5830.jpg,103,416,329,509,599,398,825,498,234,461,728,448,131,45,129,50
60,032/0/2022-10-07 14:11:40.078540-39690.jpg,95,440,312,535,589,418,819,516,203,485,702,457,108,45,113,39
61,032/0/2022-10-07 14:09:33.186354-19507.jpg,96,423,315,518,593,403,818,501,206,469,703,447,110,46,110,44
62,032/0/2022-10-07 14:07:58.429883-4424.jpg,104,413,326,502,602,400,827,495,217,461,712,447,113,48,110,47
63,032/0/2022-10-07 14:09:01.974112-14555.jpg,106,413,321,502,594,388,815,487,214,455,710,435,108,42,116,47
64,032/0/2022-10-07 14:11:34.075172-38729.jpg,97,424,320,526,592,404,818,511,223,481,717,453,126,57,125,49
65,032/0/2022-10-07 14:10:42.424972-30504.jpg,104,422,319,524,592,400,815,506,232,476,732,452,128,54,140,52
66,032/0/2022-10-07 14:09:04.546613-14971.jpg,101,414,322,506,595,392,821,492,211,461,708,441,110,47,113,49
67,032/0/2022-10-07 14:10:53.795075-32314.jpg,97,428,315,526,591,403,817,507,209,475,705,450,112,47,114,47
68,032/0/2022-10-07 14:10:17.583378-26581.jpg,96,435,312,524,589,415,819,507,1,1,1,1,-95,-434,-588,-414
69,032/0/2022-10-07 14:09:06.734906-15321.jpg,98,420,321,518,596,401,823,506,218,470,716,451,120,50,120,50
70,032/0/2022-10-07 14:07:41.439788-1709.jpg,103,424,326,516,602,411,827,510,202,469,696,457,99,45,94,46
71,032/0/2022-10-07 14:11:27.388597-37666.jpg,97,433,310,529,590,410,818,509,197,482,692,456,100,49,102,46
72,032/0/2022-10-07 14:11:21.830856-36779.jpg,98,422,312,522,590,401,811,504,229,477,721,452,131,55,131,51
73,032/0/2022-10-07 14:10:41.127578-30296.jpg,98,425,316,522,592,403,818,504,211,473,706,449,113,48,114,46
74,032/0/2022-10-07 14:07:36.833327-972.jpg,110,417,332,512,608,407,827,509,225,467,718,458,115,50,110,51
75,032/0/2022-10-07 14:11:04.545032-34021.jpg,104,421,316,521,587,395,807,499,235,464,729,440,131,43,142,45
76,032/0/2022-10-07 14:09:26.365866-18428.jpg,96,431,312,526,592,407,821,508,209,479,705,457,113,48,113,50
77,032/0/2022-10-07 14:09:57.980064-23462.jpg,98,426,313,520,592,403,816,502,207,473,704,446,109,47,112,43
78,032/0/2022-10-07 14:07:40.197744-1509.jpg,104,420,327,512,607,413,827,510,202,466,697,455,98,46,90,42
0,032/1/2022-10-07 14:14:21.911189-720.jpg,130,402,369,500,631,413,851,514,276,455,756,454,146,53,125,41
1,032/1/2022-10-07 14:14:21.884655-716.jpg,129,397,361,495,629,404,849,508,271,452,754,457,142,55,125,53
2,032/1/2022-10-07 14:14:22.061805-744.jpg,118,417,353,515,620,418,836,525,258,471,745,466,140,54,125,48
3,032/1/2022-10-07 14:14:22.034913-740.jpg,122,420,354,515,620,420,839,522,262,466,755,467,140,46,135,47
4,032/1/2022-10-07 14:14:21.486478-652.jpg,103,416,331,510,606,409,818,511,242,465,731,451,139,49,125,42
5,032/1/2022-10-07 14:14:21.434793-644.jpg,99,418,331,512,604,413,820,511,239,469,723,453,140,51,119,40
6,032/1/2022-10-07 14:14:21.762444-696.jpg,115,398,354,494,619,403,837,505,253,446,738,448,138,48,119,45
7,032/1/2022-10-07 14:14:22.159305-760.jpg,99,425,332,523,604,428,818,529,236,474,721,472,137,49,117,44
8,032/1/2022-10-07 14:14:21.859254-712.jpg,131,398,367,494,628,410,849,508,266,449,756,451,135,51,128,41
9,032/1/2022-10-07 14:14:22.011566-736.jpg,129,409,364,506,627,414,849,518,269,464,753,464,140,55,126,50
10,032/1/2022-10-07 14:14:22.109285-752.jpg,107,419,347,519,614,427,831,531,245,474,734,473,138,55,120,46
11,032/1/2022-10-07 14:14:21.534184-660.jpg,108,406,341,503,612,405,827,507,245,461,733,453,137,55,121,48
12,032/1/2022-10-07 14:14:21.959290-728.jpg,130,404,365,502,631,410,853,514,1,1,1,1,-129,-403,-630,-409
13,032/1/2022-10-07 14:14:28.192193-1724.jpg,97,433,325,532,584,418,812,521,1,1,1,1,-96,-432,-583,-417
14,032/1/2022-10-07 14:14:27.916134-1680.jpg,86,430,306,525,578,420,800,522,183,488,676,466,97,58,98,46
15,032/1/2022-10-07 14:14:21.309107-624.jpg,97,438,320,526,597,429,813,519,231,476,720,463,134,38,123,34
16,032/1/2022-10-07 14:14:21.809117-704.jpg,123,395,366,493,624,404,841,507,261,448,746,451,138,53,122,47
17,032/1/2022-10-07 14:14:17.549261-20.jpg,100,427,325,520,592,415,816,508,211,478,704,460,111,51,112,45
18,032/1/2022-10-07 14:14:29.385522-1916.jpg,95,436,317,530,589,418,814,515,178,486,671,467,83,50,82,49
19,032/1/2022-10-07 14:14:28.060226-1704.jpg,89,430,319,530,580,418,814,520,186,488,681,466,97,58,101,48
20,032/1/2022-10-07 14:14:21.584584-668.jpg,114,414,343,510,613,407,827,512,251,463,741,458,137,49,128,51
21,032/1/2022-10-07 14:14:28.610212-1792.jpg,94,437,311,531,585,419,804,518,185,483,681,464,91,46,96,45
22,032/1/2022-10-07 14:14:22.085061-748.jpg,110,418,344,517,615,421,828,524,251,472,741,471,141,54,126,50
23,032/1/2022-10-07 14:14:17.457917-0.jpg,108,464,333,541,595,465,805,563,224,503,705,504,116,39,110,39
24,032/1/2022-10-07 14:14:17.583660-28.jpg,99,422,327,515,593,411,817,504,209,476,703,456,110,54,110,45
25,032/1/2022-10-07 14:17:13.351493-28080.jpg,102,462,319,544,589,446,817,532,1,1,1,1,-101,-461,-588,-445
26,032/1/2022-10-07 14:14:28.012034-1696.jpg,82,433,310,532,573,419,805,523,182,487,675,465,100,54,102,46
27,032/1/2022-10-07 14:14:29.210270-1888.jpg,91,438,316,533,585,418,805,517,177,480,669,465,86,42,84,47
28,032/1/2022-10-07 14:14:22.309207-784.jpg,112,423,335,520,605,419,824,518,240,465,734,465,128,42,129,46
